tariff_code,section_no,section_code,feature_code,section_name,service_name,fee_text,fee_code,category_code,strategy,basis_type,fixed_amount,rate_value,min_fee,max_fee,rate_period_code,component_count,composite,page,source_row,config_hash
8-17,8,CRD,CBI_RIAL_1405_CREDIT_GROUP,اعتبارات,هزینه کارشناسی تسهیلات سرمایه در گردش (3),0.5 در هزار تسهیلات مصوب (فقط سهم بانک),CBI1405R_CRD_8_17,CBI1405R_CRD,PERCENTAGE,Percentage,,0.0005,,,,1,خیر,7,114,8d8b0ef61ab153cf637823fd172a2f1dcf0840d78ac970e1fe1a8bbeff9607c3
8-18,8,CRD,CBI_RIAL_1405_CREDIT_GROUP,اعتبارات,هزینه کارشناسی کالای سرمایه ای واحدهای تولیدی، خدماتی و بازرگانی خارج از طرح (4),1.5 در هزار تسهیلات مصوب (فقط سهم بانک) جهت تأمین کالاهای سرمایه ای، شامل 0.5 در هزار مبلغ درخواستی در هنگام پذیرش که از مشتری اخذ شده و غیرقابل برگشت است؛ مابقی در صورت تصویب تا میزان 1.5 در هزار پس از کسر 0.5 در هزار مبلغ مأخوذه قبلی، در زمان انعقاد قرارداد از مشتری اخذ می گردد,CBI1405R_CRD_8_18,CBI1405R_CRD,COMPOSITE,Other,,,,,,2,بله,7,115,30052b0e79348461ce168704a0f93df6aa521cfa0e07ebffee07026761d0f0ed
8-19,8,CRD,CBI_RIAL_1405_CREDIT_GROUP,اعتبارات,هزینه کارشناسی در ایجاد تعهدات (ضمانتنامه، برات، فاکتورینگ، گشایش اعتبار اسنادی و غیره),0.5 در هزار مبلغ تعهد مورد درخواست,CBI1405R_CRD_8_19,CBI1405R_CRD,PERCENTAGE,Percentage,,0.0005,,,,1,خیر,7,116,fb358f5bdec5807c18d123909fbffe27f0ae692369cf684b75de96a29b94eb4a
8-20,8,CRD,CBI_RIAL_1405_CREDIT_GROUP,اعتبارات,تهیه گزارش اطلاعات اعتباری مشتمل بر استعلام از شاهکار، آدرس، استفاده از سامانه های داخلی، لیست سیاه و ... (تسهیلات/تعهدات),"اشخاص حقیقی: 720,000 ریال (5)؛ اشخاص حقوقی: 2,880,000 ریال (6)",CBI1405R_CRD_8_20,CBI1405R_CRD,COMPOSITE,Other,,,,,,2,بله,7,117,4a4bbf98bb3c3b972720735982d985ea236792b3092a529f4b11c51f2f135231
8-21,8,CRD,CBI_RIAL_1405_CREDIT_GROUP,اعتبارات,تشکیل پرونده اعتباری اعم از تعهدات یا تسهیلات (به استثنای قرض الحسنه),"576,000 ریال",CBI1405R_CRD_8_21,CBI1405R_CRD,FIXED,Flat,576000,,,,,1,خیر,7,118,dd3c014982ea56ee0dade94153550186e0f3bfbae470225ebecfbad63edaf55c
8-22,8,CRD,CBI_RIAL_1405_CREDIT_GROUP,اعتبارات,پذیرش اوراق گواهی حق تقدم هنگام پرداخت تسهیلات,یک در هزار مبلغ تسهیلات,CBI1405R_CRD_8_22,CBI1405R_CRD,PERCENTAGE,Percentage,,0.001,,,,1,خیر,7,119,7879b154e086d5df1951032003e2f05bad3a69d3428922cb071d022ff2354443
8-23,8,CRD,CBI_RIAL_1405_CREDIT_GROUP,اعتبارات,ارائه صورت اطلاعات تسهیلات و تعهدات به درخواست مشتری,"120,000 ریال برای هر برگ",CBI1405R_CRD_8_23,CBI1405R_CRD,PER_UNIT,PerUnit,120000,,,,,1,خیر,7,120,6b8e0c5eb21e8780e0fc49488b93589ffb74e28e8b02f2cb6897b1105af17446
8-24,8,CRD,CBI_RIAL_1405_CREDIT_GROUP,اعتبارات,تغییر شرایط مصوبات ابلاغی صادره از سوی ارکان اعتباری بالاتر از رکن اعتباری شعبه به درخواست مشتری و منوط به صدور مصوبه جدید (تسهیلات/تعهدات),"برای اشخاص حقیقی: مقطوع 1,100,000 ریال؛ برای اشخاص حقوقی: 0.5 درصد مبلغ تسهیلات مصوب، حداقل 1,100,000 ریال و حداکثر 6,000,000 ریال",CBI1405R_CRD_8_24,CBI1405R_CRD,COMPOSITE,Other,,,,,,2,بله,7,121,0aed29bc95bbdb6476480e8eb30affd9f693b2af24dee48d6e860509d775f9d5
8-25,8,CRD,CBI_RIAL_1405_CREDIT_GROUP,اعتبارات,موافقت با تنظیم اجاره نامه بر روی هر واحد مورد رهن,"برای اشخاص حقیقی: بدون کارمزد؛ برای اشخاص حقوقی: مقطوع 1,200,000 ریال",CBI1405R_CRD_8_25,CBI1405R_CRD,COMPOSITE,Other,,,,,,2,بله,7,122,53a7e57480c522d4777fadd61d06a8e04f9d1eacff8893d02ec72bfe260fe398
8-26,8,CRD,CBI_RIAL_1405_CREDIT_GROUP,اعتبارات,بررسی و تصویب درخواست امهال (7),0.2 در هزار مبلغ مورد امهال، حداکثر 120 میلیون ریال,CBI1405R_CRD_8_26,CBI1405R_CRD,PERCENTAGE_WITH_CAP,RateWithMaximumAmount,,0.0002,,120000000,,1,خیر,7,123,69624f4ea198d9073d13ccfc13069fd721748dd230070586e0f27e63a0f03a8c
8-27,8,CRD,CBI_RIAL_1405_CREDIT_GROUP,اعتبارات,توقف عملیات اجرایی در هر نوبت بعد از صدور اجرائیه نسبت به قراردادهای رهنی، داخلی و چک به تقاضای بدهکار/راهن/سایر ذی نفعان (ضامنین، اشخاص ثالث و غیره),0.2 در هزار کل بدهی، حداکثر 120 میلیون ریال,CBI1405R_CRD_8_27,CBI1405R_CRD,PERCENTAGE_WITH_CAP,RateWithMaximumAmount,,0.0002,,120000000,,1,خیر,7,124,4b8d412146891bb67df4dfae7eff41e5805eec65db1fb05e0edef96904047acf
8-28,8,CRD,CBI_RIAL_1405_CREDIT_GROUP,اعتبارات,هزینه استعلام از سازمان ثبت احوال کشور,معادل تعرفه اعلامی از سوی سازمان ثبت احوال کشور (مندرج در قانون بودجه سنواتی),CBI1405R_CRD_8_28,CBI1405R_CRD,COMPOSITE,Other,,,,,,1,بله,7,125,e5afc8ce7fbf253632fad8ed2290da4cae0b87c83087a39b8c0a2f41879cd9da
8-29,8,CRD,CBI_RIAL_1405_CREDIT_GROUP,اعتبارات,ثبت و نگهداری سفته های تضمینی,"اشخاص حقیقی: بدون کارمزد؛ اشخاص حقوقی: مقطوع 120,000 ریال",CBI1405R_CRD_8_29,CBI1405R_CRD,COMPOSITE,Other,,,,,,2,بله,7,126,a5866e26259700255b17557299e2bc70aa3be404e0b687854aa153cbcd3a52a2
8-30,8,CRD,CBI_RIAL_1405_CREDIT_GROUP,اعتبارات,انتقال قراردادهای تسهیلاتی,"240,000 ریال + هزینه پست در صورت وجود",CBI1405R_CRD_8_30,CBI1405R_CRD,FIXED,Flat,240000,,,,,1,خیر,7,127,42491136c83022f093a491eccab0cb548776ce9ba64ec18f01295ab9ae7eab0d
8-31,8,CRD,CBI_RIAL_1405_CREDIT_GROUP,اعتبارات,موافقت با تجمیع دو یا چند پلاک به منظور پرداخت تسهیلات مشارکت,بدون کارمزد,CBI1405R_CRD_8_31,CBI1405R_CRD,FIXED,Flat,0,,,,,1,خیر,7,128,7e1c39c60f40747846a3b6f374bd3356a44b93a72d34f5e3694e1e94a5311ab9
8-32,8,CRD,CBI_RIAL_1405_CREDIT_GROUP,اعتبارات,موافقت با تغییر و اصلاح حدود اربعه پلاک در رهن بانک,"برای اشخاص حقیقی: بدون کارمزد؛ برای اشخاص حقوقی: 1,000,000 ریال",CBI1405R_CRD_8_32,CBI1405R_CRD,COMPOSITE,Other,,,,,,2,بله,7,129,acdb07c883808e261a88e00ca971977c7c7cdbd7c7171bf8ce2d9e2d9904ae44
8-33,8,CRD,CBI_RIAL_1405_CREDIT_GROUP,اعتبارات,درخواست تمدید مدت تعویض وثیقه غیر همزمان,"برای اشخاص حقیقی: بدون کارمزد؛ برای اشخاص حقوقی: 1,000,000 ریال",CBI1405R_CRD_8_33,CBI1405R_CRD,COMPOSITE,Other,,,,,,2,بله,7,130,7268d25cf149ef55a4ad9245bc0aaab681215140d4eb20c13d1cf2dbe458e931
8-34,8,CRD,CBI_RIAL_1405_CREDIT_GROUP,اعتبارات,موافقت با تنظیم سند پیش فروش روی واحد مورد مشارکت بانک,"برای اشخاص حقیقی: بدون کارمزد؛ برای اشخاص حقوقی: 1,000,000 ریال",CBI1405R_CRD_8_34,CBI1405R_CRD,COMPOSITE,Other,,,,,,2,بله,7,131,0ada86deec81cb095330127ea5fd98ffe6783dd86be6d5b006b8ee5c72ddc7ad
8-35,8,CRD,CBI_RIAL_1405_CREDIT_GROUP,اعتبارات,تنظیم پیش نویس و ثبت سند رهنی در سیستم,"برای اشخاص حقیقی: بدون کارمزد؛ برای اشخاص حقوقی: 1,000,000 ریال",CBI1405R_CRD_8_35,CBI1405R_CRD,COMPOSITE,Other,,,,,,2,بله,7,132,6de3d76021bdb87f268bb67cedcd0fee51ea958b2fc2d758712ae2346fef5e79
8-36,8,CRD,CBI_RIAL_1405_CREDIT_GROUP,اعتبارات,تمدید پیش نویس قراردادهای رهنی پس از طی مهلت یک ماهه,بدون کارمزد,CBI1405R_CRD_8_36,CBI1405R_CRD,FIXED,Flat,0,,,,,1,خیر,7,133,e2e2d453d16fe28394deb3ecae555b5d54ba4233d4d5fa9ffab7886cb18f745c
8-37,8,CRD,CBI_RIAL_1405_CREDIT_GROUP,اعتبارات,اصلاح یا برگشت مبلغ اضافه واریزی اقساط (به درخواست مشتری),"برای اشخاص حقیقی: بدون کارمزد؛ برای اشخاص حقوقی: 1,000,000 ریال",CBI1405R_CRD_8_37,CBI1405R_CRD,COMPOSITE,Other,,,,,,2,بله,7,134,f04a6ac8dc5f05150874e73b98c32284b874ede1943a6643e041069752af9d41
8-38,8,CRD,CBI_RIAL_1405_CREDIT_GROUP,اعتبارات,تشکیل پرونده برای پرداخت بیمه غرامت فوت گیرندگان تسهیلات,بدون کارمزد,CBI1405R_CRD_8_38,CBI1405R_CRD,FIXED,Flat,0,,,,,1,خیر,7,135,de5e8e76d4ddff70773f7a7e029dd770bc87d13811a6d0bc26408d37062176cf
8-39,8,CRD,CBI_RIAL_1405_CREDIT_GROUP,اعتبارات,وصول مطالبات اعم از برون سپاری به مؤسسات/شرکت های ذی ربط یا توسط خود مؤسسه اعتباری,بدون کارمزد,CBI1405R_CRD_8_39,CBI1405R_CRD,FIXED,Flat,0,,,,,1,خیر,7,136,4eee266c69d51d950ba7801453e530364b67020c5a7fa4063334f218f33392c0
9-1,9,OTH,CBI_RIAL_1405_OTHER_GROUP,سایر خدمات,نگهداری مانده های مطالبه نشده و راکد (سالانه),"30,000 ریال",CBI1405R_OTH_9_1,CBI1405R_OTH,FIXED,Flat,30000,,,,,1,خیر,8,137,570123c2d072f4e56c0d47b8a18be209c8dda19af028a3dd47a53420efc89fde
9-2,9,OTH,CBI_RIAL_1405_OTHER_GROUP,سایر خدمات,تهیه تصویر (صدور سند المثنی)/چاپ مجدد اسناد روزهای قبل به درخواست مشتری (1),"57,600 ریال",CBI1405R_OTH_9_2,CBI1405R_OTH,FIXED,Flat,57600,,,,,1,خیر,8,138,c994a8bcd809726f1a72d7f9a9e609504f4bf88ac192b0b7b8dd80974616713b
9-3,9,OTH,CBI_RIAL_1405_OTHER_GROUP,سایر خدمات,بازیابی تصاویر دوربین های مدار بسته (اعم از داخل و بیرون) شعب به درخواست مشتری/دستور مرجع قضایی,بدون کارمزد,CBI1405R_OTH_9_3,CBI1405R_OTH,FIXED,Flat,0,,,,,1,خیر,8,139,ca5436a37c3c199217d1e81e5fa0b1dde5d2459282034c5d2c7bc18d50de80bc
9-4,9,OTH,CBI_RIAL_1405_OTHER_GROUP,سایر خدمات,اطلاعات درخواستی مشتریان جهت ارائه به بازرسان قانونی و حسابرسان مستقل آن ها,"به ازای هر حساب 1,008,000 ریال",CBI1405R_OTH_9_4,CBI1405R_OTH,PER_UNIT,PerUnit,1008000,,,,,1,خیر,8,140,4fa66ef56f6c62a102a2236c105d8d10e6ebceb916cdfbfb70afd9c1b415c968
9-5,9,OTH,CBI_RIAL_1405_OTHER_GROUP,سایر خدمات,گواهی اعلام بدهی و یا مانده هرگونه از حساب ها به مراجع ذی صلاح به درخواست مشتری (2),"288,000 ریال",CBI1405R_OTH_9_5,CBI1405R_OTH,FIXED,Flat,288000,,,,,1,خیر,8,141,8641d7b2bc19b2f70e43c64ff43db3e1b5dc889c17e0f09dc20728cde9175be9
9-6,9,OTH,CBI_RIAL_1405_OTHER_GROUP,سایر خدمات,دریافت حضوری قبوض آب، برق، گاز، تلفن (ثابت-همراه)، شهرداری، راهنمایی و رانندگی و موارد مشابه (از سازمان/شرکت ذی ربط),"57,600 ریال",CBI1405R_OTH_9_6,CBI1405R_OTH,FIXED,Flat,57600,,,,,1,خیر,8,142,1cfcb43f9348cef7b7f4e9880b9e4b677d57148e886c99d56a8e1b6835efced3
9-7,9,OTH,CBI_RIAL_1405_OTHER_GROUP,سایر خدمات,تأیید اصالت وکالتنامه,"120,000 ریال",CBI1405R_OTH_9_7,CBI1405R_OTH,FIXED,Flat,120000,,,,,1,خیر,8,143,2395a65ed4d4abfd41ec35bf5ac66193c73a15a820f880345563bab4c23b4190
9-8,9,OTH,CBI_RIAL_1405_OTHER_GROUP,سایر خدمات,ارائه تأییدیه شماره حساب و شماره شبا به سایر سازمان ها بنا به درخواست مشتری,"برای اشخاص حقیقی: بدون کارمزد؛ برای اشخاص حقوقی: 20,000 ریال",CBI1405R_OTH_9_8,CBI1405R_OTH,COMPOSITE,Other,,,,,,2,بله,8,144,8204979b8ac1a6dc33706a82932d1aa6706ef1eaa9eeb9572b620331c6dd1ec5
9-9,9,OTH,CBI_RIAL_1405_OTHER_GROUP,سایر خدمات,محاسبه و پرداخت سهم الارث وراث از حساب متوفی (حسب مدارک مثبته),بدون کارمزد,CBI1405R_OTH_9_9,CBI1405R_OTH,FIXED,Flat,0,,,,,1,خیر,8,145,768aec6232bb2ae819938644eefe8babdb8d82ed30522e6fffd6fbb4f7dfa922
9-10,9,OTH,CBI_RIAL_1405_OTHER_GROUP,سایر خدمات,اخذ کد بورسی به درخواست مشتری از طریق مراجعه به شعبه,"100,000 ریال",CBI1405R_OTH_9_10,CBI1405R_OTH,FIXED,Flat,100000,,,,,1,خیر,8,146,9d39ba5b15059e6552048331df16da43921ba6419166ee9a49940b97889265a5
9-11,9,OTH,CBI_RIAL_1405_OTHER_GROUP,سایر خدمات,ارائه خدمات مربوط به ETC برای بار اول,"40,000 ریال + هزینه برچسب",CBI1405R_OTH_9_11,CBI1405R_OTH,FIXED,Flat,40000,,,,,1,خیر,8,147,452e8657af305582700b6c18a66b1516bfcf1da5daaa987c3c250dcceae9cce4
9-12,9,OTH,CBI_RIAL_1405_OTHER_GROUP,سایر خدمات,اخذ استعلام وضعیت اعتباری (تسهیلات و تعهدات) و ماده (21) حساب جاری از سامانه بانک مرکزی جهت ارائه به سایر سازمان ها و نهادها,بدون کارمزد,CBI1405R_OTH_9_12,CBI1405R_OTH,FIXED,Flat,0,,,,,1,خیر,8,148,9de6a3119d673e1a4269f54db08bb23f25393b9b2e686f6de2b70d6f0e05c10b
9-13,9,OTH,CBI_RIAL_1405_OTHER_GROUP,سایر خدمات,ارائه تصویر مدارک موجود در پرونده تسهیلاتی یا قراردادهای افتتاح حساب اشخاص حقیقی به تسهیلات گیرنده یا صاحب حساب,بدون کارمزد,CBI1405R_OTH_9_13,CBI1405R_OTH,FIXED,Flat,0,,,,,1,خیر,8,149,ad9808b4c1e9616653d7cdc054d60d76abc7869854069dd93a1c6c8b8cea69fd
9-14,9,OTH,CBI_RIAL_1405_OTHER_GROUP,سایر خدمات,استعلام مربوط به اخذ فرم ماده (186) قانون مالیات های مستقیم,"140,000 ریال",CBI1405R_OTH_9_14,CBI1405R_OTH,FIXED,Flat,140000,,,,,1,خیر,8,150,83205ec5d8e0f45ca2808f0a15fc6b9afbe6399ff8552cfcce1f9fd144b68a69
9-15,9,OTH,CBI_RIAL_1405_OTHER_GROUP,سایر خدمات,استعلام و به روزرسانی کدپستی به درخواست مشتری (دریافت نشانی، مختصات جغرافیایی، تولید گواهی کد پستی) از طریق مراجعه به شعبه,"100,000 ریال + هزینه استعلام در صورت وجود",CBI1405R_OTH_9_15,CBI1405R_OTH,FIXED,Flat,100000,,,,,1,خیر,8,151,2c29df92b90e197dce039e31fc43d52edd72b81759d4cd4dc430f5c2d7d1ce6d
9-16,9,OTH,CBI_RIAL_1405_OTHER_GROUP,سایر خدمات,انجام استعلام از مراجع ذی ربط (نظیر شهرداری، سازمان نظام وظیفه و شرکت مترو) جهت انجام/ارائه عملیات/خدمات بانکی,"140,000 ریال + هزینه استعلام در صورت وجود",CBI1405R_OTH_9_16,CBI1405R_OTH,FIXED,Flat,140000,,,,,1,خیر,8,152,644f503b26becb42358534ab25026ab8e7e4f7b2fcd94bba8502643fd3054470
9-17,9,OTH,CBI_RIAL_1405_OTHER_GROUP,سایر خدمات,استعلام مالکیت شماره تلفن همراه از سامانه شاهکار,"100,000 ریال + هزینه استعلام",CBI1405R_OTH_9_17,CBI1405R_OTH,FIXED,Flat,100000,,,,,1,خیر,8,153,f0aed4d29a2f1096be70bed9352df7cd49bce6927f69a0b901041f2f4744be4f
